show_number,showid,showdate,venueid,tourid,exclude_from_stats,setlist_notes
1199,1252682657,1997-11-17,521,37,0,Reba did not have the whistling ending and Disease was unfinished. Ghost included a Super Bad (James Brown) tease and Johnny B. Goode contained DEG teases. This show was officially released as <em>Live Phish 11</em>.
1200,1252683048,1997-11-19,522,37,0,"<p>The segue from Fee into Antelope included Meatstick quotes. Wolfman&rsquo;s Brother contained Crosseyed and Painless teases and Taste contained a DEG tease from Trey. During the soundcheck, the jam contained Runaway Jim lyrics and Trey sang Funky Bitch.</p>
"
1201,1252683361,1997-11-21,6,37,0,"<p>Emotional Rescue made its Phish debut at this show and included a San-Ho-Zay tease from Trey. Rescue was subsequently quoted at the end of Melt and Lawn Boy. This humorous Lawn Boy featured an &ldquo;anti-drum solo&rdquo; - an intentionally boring one.&nbsp;The third verse of Chalk Dust Torture was omitted by Trey. The first set ended with the delay loop ending of Caspian played until after lights were brought back up. Trey teased Yours Is No Disgrace and&nbsp;Call to the Post prior to Guyute. This show was released as part of the&nbsp;<em>Hampton/Winston-Salem &#39;97</em>&nbsp;box&nbsp;set.</p>
"
1202,1252683584,1997-11-22,6,37,0,"Mike's Song and Tweezer both contained BEK teases, with the ones in Tweezer taking place well before the segue into BEK. Fans of stage banter will want to seek out the second set for Treyâs humorous response to the crowdâs Destiny Unbound chant before Halleyâs. The ""Marco Esquandolas"" lyric in Antelope was changed to ""Michael Esquandolas.""Â This show was released as part of theÂ <em>Hampton/Winston-Salem '97</em>Â boxÂ set."
1203,1252683880,1997-11-23,38,37,0,"<p>Disease contained a Can&#39;t You Hear Me Knocking tease. Stash and Bathtub Gin were&nbsp;unfinished. This show was released as part of the&nbsp;<em>Hampton/Winston-Salem &#39;97</em> box&nbsp;set.</p>
"
1204,1252684256,1997-11-26,439,37,0,"<p>Silent&#39;s lyrics were changed to &quot;bask in morning sickness.&quot; Character Zero and 2001 were unfinished. Trey teased&nbsp;Super Bad in 2001. Poor Heart began as Rocky Top. Cavern included some of the original, alternate lyrics.&nbsp;The Missed Load-In Blues soundcheck was an improvised blues song for a crew member who missed the bus that day. Beauty Of My Dreams was a Makisupa-esque reggae version.&nbsp;</p>
"
1205,1252685912,1997-11-28,241,37,0,"YEM featured Crosseyed and Painless teases, did not include the bass and drums segment, and ended with a shortened vocal jam that segued into I Didn&rsquo;t Know."
1206,1252687698,1997-11-29,241,37,0,"This Runaway Jim is one of the longest versions of any song ever played by Phish. It ran slightly under an hour and included Beauty of My Dreams and Super BadÂ teases and a strong Weekapaug jam where the entire melody of Weekapaug was played. Buffalo Bill was announced as Fishâs favorite song. Moby Dick was performed for the first time since February 19, 1993 (437 shows) and featured Trey imitating Robert Plantâs intro to Moby Dick from the albumÂ <em>The Song Remains the Same</em>."
1207,1252691618,1997-11-30,241,37,0,"Funky Bitch and Stash were unfinished. During Wolfman's, the lights were turned off and Trey and Mike ducked behind the onstage speakers. When the lights were turned back on, they were hidden from the crowd. Wolfmanâs also included a heavy metal style jam with Trey quoting the lyrics to Sanity and Esther. Them Changes made its Phish debut at this show."
1208,1252691902,1997-12-01,762,61,1,Phish performed the national anthem<em> </em>before a Philadelphia Flyers hockey game.
1209,1252692415,1997-12-02,524,37,0,"<p>Disease was unfinished. Trey teased Lazy in Chalk Dust Torture and Close to the Edge in Taste. Simple featured a Trey/Page musical duet.&nbsp;Dog Faced Boy was played for the first time since August 12, 1996 (109 shows). Ya Mar included a fun play on the actual lyrics and a Crosseyed and Painless tease. Trey teased Izabella in Weekapaug. The soundcheck&#39;s Funky Bitch featured Trey on vocals and Page quoting The Joker. This show was released as part of the&nbsp;<em>Spectrum &#39;97</em> box&nbsp;set.</p>
"
1210,1252692655,1997-12-03,524,37,0,"<p>Drowned included a Couldnât Stand the Weather jam. 2001 contained Super Bad teases from Trey. Page teased Smoke on the Water in YEM. Bowie was preceded by a Charge! tease,Â included Take Me Out to the Ballgame and Baby Elephant Walk teases, a Simpsons signal, and was unfinished. This show was released as part of theÂ <em>Spectrum '97</em> boxÂ set."
1211,1252693503,1997-12-05,525,37,0,Julius and Slave&nbsp;were both unfinished.
1212,1252693755,1997-12-06,421,37,0,"<p>This show is available as an archival release on LivePhish.com.</p>
"
1213,1252695519,1997-12-07,526,37,0,"Psycho Killer was unfinished and was performed for the first time since March 30, 1993 (415 shows). JJLC included a Rocky Mountain Way tease.Â Boogie On Reggae Woman was played for the first time since September 13, 1988 (993Â shows). Reba did not have the whistling ending. Possum included ""Charge!"" teases and a We Will Rock You tease from Mike. The soundcheck's Funky Bitch featured Trey on vocals and included Black-Eyed Katy teases. Mike teased Boogie On ReggaeÂ Woman in The Stallion PtÂ 3.Â Trey teased Purple Haze at the end of The Rover.Â This show is available as an archival release on LivePhish.com."
1214,1252696290,1997-12-09,527,37,0,"<p>Trey teased Buried Alive in CDT. Hood included a brief return to the Axilla theme. The jam out of the soundecheck&#39;s Dog Log included a &ldquo;Chain Link Fence&hellip;In the Cage&rdquo; rap with lyrics about Paul in the FOH mix position.</p>
"
1215,1252696628,1997-12-11,528,37,0,"<p>This show marked the Phish debut of Roses Are Free. BBFCFM was for the first time since August 6, 1996 (118 shows). The soundcheck&#39;s Funky Bitch was sung by Trey and Page. Footage from this show appeared in the film&nbsp;<em>Bittersweet Motel</em>.</p>
"
1216,1252696916,1997-12-12,273,37,0,"<p>Trey teased Super Bad in 2001. Saw It Again contained an extended jam. Antelope contained a Buried Alive tease from Trey.&nbsp;The Dog Log soundcheck was mashed up with the preceding blues jam, the Born Under Punches was a partial rendition played to the Ya Mar rhythm, and Soundcheck Tear lamented life off tour (without soundchecks).The opening act was J. Willis Pratt &amp; We&#39;re Bionic.</p>
"
1217,1252697421,1997-12-13,273,37,0,"Ya Mar was unfinished. Mikeâs Song included Foxy Lady quotes from Fish and some memorable vocal interplay from the band that included a chant to âBring in the Dude.â During Hood, Trey asked Chris Kuroda to turn off the lights for a Blackout Jam and the audience responded with a shower of green glowsticks. The opening act was J. Willis Pratt & We're Bionic."
1218,1252698164,1997-12-28,529,38,0,"<p>The Mule Duel contained Roundabout teases and a slow jam instead of the traditional duel. Between Simple and Ghost, Trey talked about feedback problems and the &ldquo;ghosts in the machine.&rdquo;</p>
"
1219,1252698446,1997-12-29,157,38,0,"<p>Disease was unfinished.&nbsp;Bowie included a tease from Mike of the Theme from James Bond. The return to Possum included a Long Tall Glasses tease from Page. Tube featured an I Feel the Earth Move tease. Page teased I Can&#39;t Turn You Loose in YEM. The soundcheck&#39;s Funky Bitch featured Trey on vocals.&nbsp;This show is available as an archival release on LivePhish.com.</p>
"
1220,1252698882,1997-12-30,157,38,0,"<p>Trey teased Â A Night in Tunisia in Stash.Â AC/DC Bag included Third Stone From the Sun and Psycho Killer teases. I'm Gonna Be (500 Miles) made its Phish debut,Â was sung by Tom Marshall, contained an A Day in the Life quote from Tom referencing Big Phil (a fan who was in attendance that night), and wasÂ part of the âPentagram Harpua,â which also included a narrative about <em>Lost in Space</em>. Hood was unfinished. Pete Carini made an appearance on-stage during the encore. Frankenstein included a segment with FishÂ coming center stage with his vacuum. The encore was unusually long; once the band realized they were going to be fined for playing past midnight, they decided to play <em>well </em>past midnight. Sneakinâ Sally was played for the first time since May 28, 1989 (925Â shows). Neither of the Sallys contained vocal jams.Â This show is available as an archival release on LivePhish.com.</p>
"
1221,1252699209,1997-12-31,157,38,0,"Ya Mar included an Auld Lang Syne tease. Maze contained a Birdland tease and was unfinished. Theme from <em>New York, New York</em> made its Phish debut during the encore. My Sweet One was played for the first time since December 14, 1995 (155 shows)."
1222,1252683825,1998-04-02,242,39,0,"This show marked the debut of Birds of a Feather and Frankie Says. After NICU, Trey commented on the brief âIsland Tour,â remarking that the band was getting bored at home and wanted to play some shows. Stash was unfinished and contained Frankie Says quotes at its end. The final chord of Chalk Dust included a ""Charge!"" tease from Page. Fikus wasÂ teased by FishÂ before Wolfman's.Â Sneakin' Sally did not contain a vocal jam. Twist included <em>Star Trek</em> theme teases from Mike.Â This show is available as an archival release on LivePhish.com."
1223,1252692935,1998-04-03,242,39,0,"Weekapaug included a Crosseyed and Painless tease and a quick tease of Nellie Kane from Trey. A fan ran up on the stage during Loving Cup, prompting banter and subsequent singing of ""Carini's gonna getcha"" several times in the Antelope intro, as well as a Carini mention later in the song.Â This show is available as an archival release on LivePhish.com."
1224,1252693155,1998-04-04,440,39,0,"In a nod to the previous show, Trey said ""Carini's gonna get you"" in Lawn Boy. 2001 contained a Long Train Runnin' tease from Trey and was unfinished. Brother included a brief Daveâs Energy Guide tease and was followed by a short instrumental reprise, which was announced as the âradio-friendly version.â Trey contrasted this with the normal version, which was deemed un-radio-friendly due to its length. Ghost, which Trey jokingly remarked was also not radio-friendly because it is long and slow, included an I Canât Turn You Loose tease.Â This show is available as an archival release on LivePhish.com.</p>
"
1225,1252697546,1998-04-05,440,39,0,"<p>This show included the debut of Shafty, which was teased by Mike in Bathtub Gin and by Mike and Trey in Possum. Disease, Maze, and Possum were unfinished. Trey teased Fire (Ohio Players) in Shafty. The funky jam in between Possum and Cavern featured some stage banter from Trey about the funk jams the band had been playing. Accordingly, Cavern was played in a slower, funkier manner than usual and included some of the older, alternate lyrics.&nbsp;This show is available as an archival release on LivePhish.com.</p>
"
1226,1254091398,1998-06-29,11,61,1,This was the soundcheck for The Grey Hall shows and it is likely incomplete. Roggae may have been played several times and was jammed on.
1227,1252698017,1998-06-30,11,40,0,"<p>This show marked the debuts of Roggae, The Moma Dance, Brian and Robert, and the ""new"" faster arrangement of Water in the Sky. Ghost included a San-Ho-Zay tease from Trey. Tube contained a Sand tease. Stash was unfinished. The Moma Dance included the band teaching the audience the simplistic ""dance"" that accompanies the song.</p>
"
1228,1252698193,1998-07-01,11,40,0,Tweezer included a No Quarter tease from Trey and 2001 contained Long Train Runnin&#39; teases.
1229,1250019273,1998-07-02,11,40,0,"<p>This show marked the debuts of Meat and Fikus. Fans of stage banter will want to hear this show, as Trey was in a particularly chatty mood.</p>
"
1230,1252698870,1998-07-03,530,40,0,"This single-set performance was webcast live and was part of the annual Midtfyns Festival that also featured Sonic Machine, Psyched Up Janis, Angelique Kidjo, Hothouse Flowers, Poul Krebs &amp; De Sm&aring; Sensationer, and Kenny Wayne Shepherd Band. YEM did not contain a vocal jam."
